geoid_hashed,DADI,DACI,DAGI,DAEI,Inquiries,Google,BLS Job Openings,BLS Current Employment,BLS Future Employment,BLS Generalist Jobs,BLS Gen Jobs Opennings,2019 Completion
a41818,29.99,2.85,62.32,102.34,7,24.148,3.5868,39.33,39.071,0.07665,0.072426,0
a41819,30.8,2.92,64.07,105.01,4,37.76,5.6341,61.095,61.318,0.11986,0.11482,0
a41820,30.47,2.85,63.38,103.96,0,9.4948,1.4188,15.342,15.438,0.030138,0.028952,0
a41821,28,2.62,58.59,96.81,5,25.48,3.7503,41.18,40.857,0.080878,0.0767,0
a41822,28.86,2.72,60.17,99.14,3,25.757,3.8366,41.673,41.761,0.081758,0.078356,0
a41823,28.4,2.67,59.33,97.91,1,10.214,1.521,16.599,16.562,0.032422,0.030992,0
a41824,27.73,2.68,57.96,95.92,6,27.626,4.1292,44.967,44.955,0.087689,0.083132,0
a41825,27.61,2.65,57.88,95.79,8,22.548,3.3304,36.05,36.24,0.07157,0.068506,0
a41826,28.68,2.66,60.11,99.04,9,23.947,3.5577,38.887,38.744,0.076011,0.073018,0
a41827,28,2.61,58.81,97.12,32,15.463,2.3079,25.067,25.12,0.04908,0.047164,0
a41828,27.55,2.63,57.88,95.77,6,14.837,2.1694,23.809,23.634,0.047094,0.044634,0
a41829,28.12,2.59,59.05,97.44,8,18.484,2.7955,30.269,30.421,0.058672,0.056946,0
a41830,29.25,2.7,61.41,100.96,15,23.031,3.4303,37.236,37.336,0.073102,0.069658,0
a41831,30.35,2.88,63.43,104.01,7,22.709,3.3195,36.25,36.147,0.072081,0.068117,0
a41832,30.14,2.84,63.23,103.69,0,9.8032,1.4403,15.592,15.673,0.031117,0.029833,0
a41833,29.92,2.77,62.7,102.88,15,14.314,2.109,23.109,22.972,0.045434,0.0432,0
a41834,29.44,2.75,61.43,100.97,5,17.832,2.9426,32.384,32.064,0.0566,0.054264,0
a41835,29.82,2.78,62.26,102.26,6,10.349,1.4378,15.627,15.651,0.032848,0.031588,0
a41836,29.92,2.78,62.48,102.57,0,16.982,2.3556,25.76,25.654,0.053904,0.05158,0
a41837,29.3,2.72,61.33,100.86,1,16.169,2.2372,24.567,24.373,0.051322,0.049151,0
a41838,32.29,3.05,66.66,108.99,9,18.131,2.6732,29.297,29.119,0.057551,0.054452,0
a41839,31.93,3,66.03,108.03,2,15.923,2.3726,25.946,25.839,0.050542,0.048554,0
a41840,32.7,3.07,67.68,110.55,10,24.193,3.5823,39.18,39.015,0.076791,0.072629,0
a41841,32.12,3,66.68,109.03,12,6.8618,1.01,10.854,10.984,0.02178,0.020538,0
a41842,31.51,2.99,65.39,107.04,7,31.783,4.6708,50.534,50.824,0.10088,0.096127,0
a41843,31.45,2.97,65.58,107.32,30,23.196,3.4199,37.55,37.257,0.073627,0.070812,0
a41844,31.86,2.95,66.37,108.55,14,29.763,4.3612,47.754,47.502,0.094471,0.089871,0
a41845,32.53,3.02,67.62,110.49,3,12.758,1.9639,21.53,21.393,0.040496,0.038591,0
a41846,32.85,3.05,68.38,111.64,22,24.649,3.6359,39.68,39.591,0.078239,0.075189,0
a41847,32.74,3.02,68.3,111.53,21,26.258,3.8391,42.159,41.825,0.083347,0.079255,0
a41848,32.4,2.98,67.74,110.66,4,12.293,1.8162,19.665,19.763,0.03902,0.037111,0
a41849,32.53,2.98,68.16,111.29,8,14.966,2.2103,23.945,24.053,0.047505,0.045186,0
a41850,32.01,2.93,67.09,109.63,4,12.611,1.872,20.229,20.368,0.040027,0.038548,0
a41851,31.71,2.91,66.5,108.72,21,20.044,2.9451,31.727,32.035,0.063624,0.060644,0
a41852,31.35,2.93,65.58,107.31,5,28.909,4.3081,47.033,46.911,0.091761,0.088311,0
a41853,31,2.92,64.66,105.91,4,13.446,1.9885,21.737,21.656,0.042681,0.041102,0
a41854,30.7,2.87,64.27,105.29,11,22.932,3.4045,36.821,37.044,0.07279,0.069847,0
a41855,30.49,2.87,64.05,104.94,21,14.363,2.1362,23.002,23.235,0.04559,0.043871,0
a41856,30.39,2.85,63.96,104.8,4,15.176,2.2509,24.467,24.501,0.048172,0.046377,0
a41857,30.69,2.85,64.66,105.85,18,24.354,3.6273,39.165,39.463,0.077302,0.074407,0
a41858,32.43,2.95,68.33,111.54,11,17.465,2.5496,28.061,27.781,0.055437,0.052474,0
a41859,34.05,3.09,71.24,116.08,15,16.24,2.391,25.696,26.003,0.051549,0.049097,0
a41860,34.71,3.14,72.95,118.73,23,34.135,5.0947,53.692,55.32,0.10835,0.10522,0
a41861,34.08,3.08,71.69,116.8,33,16.947,2.4913,27.003,27.112,0.053791,0.050902,0
a41862,33.65,3.03,70.92,115.57,29,34.506,5.5619,59.745,60.485,0.10953,0.10542,0
a41863,31.11,2.88,65.59,107.29,16,17.961,2.6223,28.647,28.557,0.057012,0.054589,0
a41864,30.65,2.83,64.73,105.94,7,11.22,1.861,19.922,20.233,0.035615,0.034274,0
a41865,30.63,2.83,64.9,106.19,41,15.337,2.2553,24.009,24.509,0.048683,0.047731,0
a41866,31,2.86,65.54,107.17,16,17.09,2.5353,26.925,27.546,0.054245,0.053175,0
a41867,30.67,2.82,64.94,106.23,12,20.053,2.9647,31.591,32.22,0.063652,0.062473,0
a41868,31.37,2.84,66.43,108.55,29,31.439,4.7142,50.884,51.287,0.099792,0.097493,0
a41869,30.6,2.81,64.95,106.23,9,28.086,4.2448,45.625,46.164,0.08915,0.085204,0
a41870,30.41,2.8,64.33,105.3,5,16.915,2.8034,29.74,30.456,0.053692,0.052025,0
a41871,30.02,2.79,63.6,104.17,16,27.519,4.0762,43.874,44.336,0.087348,0.084477,0
a41872,30.23,2.77,64.26,105.16,14,23.124,3.4333,37.557,37.392,0.0734,0.069941,0
a41873,29.9,2.74,63.59,104.1,14,24.126,3.7463,40.366,40.75,0.076579,0.07415,0
a41874,26.64,2.56,55.64,92.65,5,32.803,5.1254,55.607,55.783,0.10412,0.097553,0
a41875,26.49,2.54,55.39,92.27,11,26.307,4.3637,47.626,47.516,0.083503,0.08032,0
a41876,26.44,2.53,55.33,92.21,5,17.952,2.6043,27.975,28.322,0.056983,0.055275,0
a41877,25.72,2.46,53.95,90.27,22,16.312,2.3169,24.917,25.199,0.051776,0.049241,0
a41878,25.95,2.48,54.39,90.86,8,13.688,1.9629,20.958,21.336,0.043447,0.04208,0
a41879,26.25,2.52,55.2,92.03,78,35.248,5.0383,53.807,54.765,0.11188,0.10916,0
a41880,26.21,2.5,55.02,91.76,23,23.898,3.4714,37.079,37.734,0.075855,0.073832,0
a41881,26.44,2.53,55.42,92.33,23,28.453,4.1538,42.91,45.033,0.090314,0.090207,0
a41882,27.07,2.58,56.98,94.46,8,9.7898,1.4025,15.163,15.26,0.031074,0.02981,0
a41883,26.71,2.55,55.98,93.09,9,24.971,3.6176,39.301,39.377,0.07926,0.073699,0
a41884,26.04,2.48,54.74,91.33,19,20.778,3.1169,34.22,33.956,0.065951,0.062602,0
a41885,25.42,2.42,53.35,89.4,15,24.027,3.5057,38.286,38.175,0.076266,0.072414,0
a41886,25.02,2.41,52.55,88.32,10,19.124,2.9095,31.827,31.687,0.060701,0.05756,0
a41887,24.33,2.31,51.28,86.59,15,45.865,6.934,75.494,75.489,0.14558,0.13831,0
a41888,24.12,2.31,50.68,85.87,3,8.0956,1.1984,13.062,13.048,0.025696,0.024547,0
a41889,24.41,2.35,51.33,86.68,12,29.512,4.4996,48.84,48.974,0.093676,0.090459,0
a41890,26.35,2.5,55.41,92.28,5,8.2252,1.2909,14.105,14.058,0.026108,0.02475,0
a41891,24.98,2.38,52.73,88.53,62,29.843,4.5104,49.262,49.117,0.094726,0.090192,0
a41892,25.72,2.43,54.19,90.44,17,31.175,4.6519,51.027,50.675,0.098955,0.094785,0
a41893,26.78,2.52,56.51,93.73,2,11.462,1.6732,18.436,18.234,0.036381,0.034509,0
a41894,25.54,2.38,54.14,90.22,32,31.564,4.6096,50.534,50.212,0.10019,0.096168,0
a41895,24.84,2.34,52.48,88.1,1,10.505,1.5331,16.771,16.697,0.033344,0.031853,0
a41896,24.32,2.13,51.79,86.79,7,30.326,4.4518,48.426,48.462,0.096259,0.091874,0
a41897,24.66,2.32,52.27,87.58,2,18.194,2.6607,28.997,28.969,0.05775,0.055086,0
a41898,25.12,2.35,53.07,88.79,3,13.375,1.9708,21.473,21.457,0.042454,0.040519,0
a41899,25.12,2.32,53.4,89.04,1,13.089,1.9189,20.858,20.887,0.041546,0.039702,0
a41900,25.52,2.37,54.15,90.15,2,16.848,2.482,27.003,27.02,0.053479,0.051015,0
a41901,25.41,2.35,54.12,90.03,10,18.404,2.6885,29.433,29.282,0.058417,0.055656,0
a41902,25.88,2.4,55.04,91.36,6,26.611,3.8818,42.509,42.28,0.084468,0.080203,0
a41903,26.46,2.48,56.05,92.99,10,21.739,3.2141,34.685,34.967,0.069002,0.065377,0
a41904,26.42,2.47,56.14,93.05,17,16.978,2.5256,26.553,27.418,0.05389,0.051946,0
a41905,26.16,2.44,55.7,92.35,13,34.667,5.1523,55.793,56.067,0.11004,0.10617,0
a41906,27.07,2.54,57.34,94.81,5,17.085,2.5266,27.125,27.475,0.054231,0.051738,0
a41907,27.23,2.46,57.8,95.41,13,20.496,3.4564,37.429,37.613,0.065057,0.062419,0
a41908,26.79,2.41,57.26,94.48,10,21.725,3.1873,34.578,34.689,0.068959,0.066188,0
a41909,27.69,2.5,58.86,96.99,14,21.153,3.0862,33.97,33.629,0.067143,0.063568,0
a41910,28.05,2.53,59.73,98.22,8,21.582,3.2091,35.042,34.945,0.068505,0.065067,0
a41911,27.49,2.47,58.62,96.56,4,14.372,2.1358,23.481,23.271,0.045618,0.044442,0
a41912,27.94,2.58,59.76,98.22,18,8.6499,1.2715,13.955,13.851,0.027456,0.026403,0
a41913,27.89,2.57,59.75,98.11,7,30.751,4.8604,52.592,52.887,0.097607,0.093284,0
a41914,28.49,2.62,61.23,100.36,20,21.859,3.1732,34.992,34.582,0.069385,0.066525,0
a41915,29.32,2.72,62.41,102.26,6,14.756,2.192,23.573,23.84,0.046838,0.045328,0
a41916,29,2.68,61.92,101.48,12,24.877,3.7156,39.765,40.395,0.078962,0.076916,0
a41917,23.95,2.08,51.62,85.93,8,25.217,4.1816,45.968,45.56,0.080041,0.075992,0
a41918,24.86,2.29,53.19,88.47,9,14.157,2.0617,22.795,22.474,0.044937,0.043026,0
a41919,25.01,2.3,53.57,88.96,4,12.418,1.8095,19.872,19.714,0.039417,0.037757,0
a41920,25.86,2.39,55.55,91.77,8,13.625,2.0243,22.059,22.04,0.043248,0.041295,0
a41921,25.01,2.3,53.76,89.07,16,24.077,3.5507,38.865,38.673,0.076423,0.07213,0
a41922,25.07,2.31,54.13,89.54,26,20.845,3.0587,33.413,33.309,0.066164,0.062975,0
a41923,25.34,2.34,54.57,90.27,9,18.171,2.6761,29.204,29.14,0.057679,0.055174,0
a41924,27.4,2.45,58.68,96.56,2,10.523,1.5579,17.135,16.975,0.033401,0.032601,0
a41925,25.88,2.3,55.85,92.08,3,7.3535,1.0896,11.826,11.859,0.023341,0.022367,0
a41926,26.62,2.38,57.33,94.38,7,14.072,2.0793,22.652,22.638,0.044667,0.042693,0
a41927,27.19,2.5,58.47,96.14,7,21.913,3.2505,35.457,35.393,0.069555,0.066815,0
a41928,26.34,2.41,57.03,93.77,4,18.136,2.6743,29.161,29.119,0.057565,0.05498,0
a41929,27.1,2.49,58.43,95.98,3,14.855,2.212,23.731,24.053,0.04715,0.045442,0
a41930,25.56,2.33,55.5,91.37,7,16.343,2.3546,25.789,25.647,0.051875,0.049073,0
a41931,24.99,2.21,54.14,89.38,7,35.27,5.1964,56.836,56.594,0.11195,0.10628,0
a41932,28.33,2.6,61.08,100.05,15,29.62,4.4077,47.64,47.957,0.094017,0.090887,0
a41933,24.65,2.27,52.59,87.74,9,20.545,3.1748,34.799,34.582,0.065213,0.061983,0
a41934,24.71,2.28,52.67,87.93,18,16.897,2.6088,28.647,28.421,0.053635,0.050792,0
a41935,23.83,2.09,50.89,85.51,8,9.7987,1.4465,15.87,15.758,0.031103,0.029881,0
a41936,21.41,2.01,45.73,77.63,14,51.434,11.42,125.28,124.4,0.16326,0.15454,0
a41937,21.59,2.04,45.81,78.25,10,17.461,2.6046,27.854,28.315,0.055423,0.053613,0
a41938,21.83,2.04,46.4,78.95,1,14.104,2.2055,23.745,23.989,0.044767,0.04307,0
a41939,22.32,2.08,47.32,80.51,3,16.634,2.5107,26.11,27.233,0.052798,0.051433,0
a41940,22.37,2.07,47.61,80.77,16,11.185,1.6517,18.107,17.992,0.035501,0.033733,0
a41941,23.2,2.03,49.49,83.46,23,55.024,8.01,87.691,87.242,0.17465,0.16593,0
a41942,24,2.09,51.4,85.88,11,16.808,2.4848,27.103,27.055,0.053351,0.050719,0
a41943,22.92,2.11,48.8,82.53,17,27.157,3.8449,42.316,41.896,0.086199,0.082231,0
a41944,22.1,2.17,46.29,79.88,9,32.543,5.3439,58.38,58.195,0.1033,0.097979,0
a41945,22.96,2.21,48.06,82.33,6,17.514,2.6717,29.226,29.097,0.055593,0.052721,0
a41946,23.48,2.15,49.14,83.8,8,22.753,3.5355,38.379,38.481,0.072223,0.068791,0
a41947,23.9,2.31,50.16,85.19,4,9.4501,1.4533,15.828,15.822,0.029996,0.028612,0
a41948,23.32,2.11,48.97,83.51,13,25.534,3.9369,42.295,42.814,0.081048,0.077626,0
a41949,23.22,2.16,48.93,83.21,7,24.376,3.6734,40.573,40.039,0.077373,0.073062,0
a41950,22.83,2.17,48.02,82.04,19,37.371,5.7615,63.196,62.762,0.11862,0.11354,0
a41951,21.81,2.16,45.83,79.13,19,29.146,4.7819,52.263,52.076,0.092513,0.087988,0
a41952,20.26,2.05,42.92,74.92,1,24.278,3.4697,37.2,37.727,0.077061,0.073266,0
a41953,20.71,2.15,43.81,76.07,5,23.741,3.4591,37.629,37.656,0.075358,0.072021,0
a41954,19.93,2.01,42.37,73.85,15,27.858,4.0227,43.903,43.802,0.088426,0.084508,0
a41955,20.39,2.04,43.21,75.16,1,11.444,1.6693,18.128,18.17,0.036324,0.034776,0
a41956,20.66,2.12,43.75,75.91,10,20.648,2.9988,32.477,32.633,0.065539,0.062595,0
a41957,20.95,2.05,44.31,76.37,7,18.051,2.5367,27.539,27.61,0.057296,0.054723,0
a41958,26.94,2.61,56.24,93.48,1,39.557,5.9498,64.439,64.747,0.12556,0.11568,0
a41959,28.56,2.6,60.27,99.21,11,17.228,2.7415,29.561,29.823,0.054685,0.052616,60
a41960,33.4,3.08,69.75,113.79,9,26.106,3.8836,42.195,42.273,0.082864,0.077169,0
a41961,33.3,2.99,70.15,114.36,17,16.808,2.465,26.567,26.814,0.053351,0.050673,0
a41962,28.83,2.68,61.14,100.41,7,19.513,2.9025,31.548,31.594,0.061935,0.059443,0
a41963,26.71,2.56,55.95,93.08,21,25.793,3.8561,41.466,41.938,0.081871,0.078124,0
a41964,26.18,2.47,55.28,91.97,11,24.354,4.13,44.703,44.941,0.077302,0.073619,0
a41965,26,2.18,59.11,96.12,8,23.259,3.1429,33.827,34.184,0.073826,0.069082,0
a41966,26.62,2.24,60.17,97.88,6,19.919,2.7503,30.576,29.994,0.063227,0.057953,0
a41967,27.27,2.35,61.17,99.57,4,17.108,2.411,26.553,26.273,0.054302,0.049756,0
a41968,27.68,2.39,61.87,100.73,4,19.884,2.7961,31.248,30.506,0.063113,0.058745,0
a41969,28.38,2.45,62.93,102.54,18,24.314,3.4652,38.101,37.755,0.077175,0.072049,0
a41970,27.82,2.4,61.55,100.35,8,15.771,2.2307,24.845,24.331,0.050059,0.045877,0
a41971,27.29,2.35,60.39,98.49,4,21.721,3.1091,34.306,33.885,0.068945,0.063023,0
a41972,26.93,2.32,59.75,97.45,7,14.689,2.1965,24.417,23.954,0.046625,0.042636,0
a41973,26.51,2.27,58.97,96.14,4,28.52,4.0615,44.896,44.272,0.090526,0.082806,0
a41974,25.56,2.2,57.65,93.83,3,26.875,3.9108,43.131,42.621,0.085305,0.07932,0
a41975,25.61,2.2,57.17,93.2,5,18.753,2.66,29.44,28.998,0.059523,0.05506,0
a41976,25.9,2.22,57.41,93.7,5,20.196,2.8742,31.87,31.338,0.064106,0.058244,0
a41977,24.59,2.11,54.66,89.26,1,15.963,2.2836,25.074,24.879,0.050669,0.046684,0
a41978,24.07,1.95,53.78,87.76,2,26.732,3.7464,41.923,40.878,0.084851,0.07885,0
a41979,24.64,2.11,55.17,89.95,4,17.291,2.4637,27.418,26.87,0.054883,0.050688,0
a41980,23.32,1.92,51.95,84.94,3,27.014,3.9977,44.432,43.596,0.085745,0.078397,408
a41981,28.62,2.47,63.24,103.08,23,25.243,3.5239,37.272,38.275,0.080126,0.07666,0
a41982,28.62,2.47,62.87,102.56,17,22.052,3.0355,30.941,32.875,0.069995,0.066104,0
a41983,28.41,2.5,62.06,101.35,11,27.975,3.5442,38.794,38.602,0.088795,0.082218,0
a41984,27.85,2.51,60.73,99.29,16,16.035,2.3132,25.281,25.192,0.050896,0.047404,0
a41985,27.47,2.47,59.84,97.91,6,17.09,2.4359,26.989,26.557,0.054245,0.049811,0
a41986,27.76,2.44,60.83,99.36,12,27.59,3.8712,43.017,42.216,0.087575,0.08012,0
a41987,28.07,2.42,61.78,100.8,5,17.063,2.4285,26.239,26.422,0.05416,0.050689,0
a41988,27.28,2.4,59.85,97.81,20,20.451,2.803,31.276,30.577,0.064915,0.05929,0
a41989,26.87,2.45,58.74,96.13,6,25.36,3.5731,39.437,38.943,0.080495,0.073627,0
a41990,28.34,2.56,61.32,100.34,1,14.095,1.8962,21.287,20.695,0.044738,0.041453,0
a41991,27.47,2.51,59.57,97.6,10,20.371,3.0075,33.327,32.79,0.06466,0.059197,0
a41992,26.62,2.43,58.04,95.11,8,18.167,2.4556,27.275,26.778,0.057665,0.053145,0
a41993,25.85,2.35,56.53,92.67,5,19.271,2.6588,29.326,28.976,0.061169,0.056026,0
a41994,25.79,2.35,56.11,92.19,2,8.9673,1.2375,13.677,13.489,0.028463,0.026081,0
a41995,26.2,2.39,57.04,93.63,14,24.197,3.5632,39.694,38.865,0.076806,0.071338,0
a41996,26.83,2.45,58.34,95.64,4,16.433,2.3906,26.353,26.052,0.052159,0.047979,0
a41997,27.09,2.33,59.71,97.5,2,17.599,2.4967,27.561,27.212,0.055862,0.051993,0
a41998,26.05,2.33,57.31,93.7,0,27.501,3.8855,43.095,42.365,0.087291,0.07991,0
a41999,24.26,2.09,53.6,87.81,4,29.235,4.1489,45.961,45.232,0.092797,0.085091,0
a42000,23.54,1.91,52.82,86.15,13,23.5,3.4426,36.679,37.414,0.074592,0.071756,0
a42001,23.57,1.91,53.01,86.42,0,10.948,1.5426,17.178,16.825,0.034749,0.03245,0
a42002,23.97,1.94,53.88,87.82,13,20.925,3.1213,33.334,33.928,0.066419,0.062569,0
a42003,24.28,1.96,54.78,89.21,3,26.942,3.7544,41.895,40.957,0.085518,0.080042,0
a42004,23.78,1.87,53.95,87.8,0,15.172,2.1202,23.209,23.093,0.048158,0.045061,0
a42005,24.62,2.06,55.94,90.99,1,16.625,2.3139,25.467,25.213,0.052769,0.049119,0
a42006,22.73,1.79,51.77,84.22,1,14.703,2.064,23.045,22.517,0.046668,0.043159,0
a42007,23.12,1.87,52.19,85.04,1,26.254,3.3231,37.207,36.261,0.083333,0.078151,0
a42008,22.5,1.82,50.51,82.44,2,23.585,3.1956,35.821,34.874,0.074862,0.069923,0
a42009,21.63,1.75,48.56,79.36,1,12.754,1.8668,20.701,20.354,0.040482,0.036941,0
a42010,21.53,1.75,48.44,79.08,1,0.084934,0.011758,0.12862,0.12806,0.00026959,0.00024258,0
a42011,19.89,1.62,44.77,73.2,11,44.608,6.2873,69.563,68.539,0.14159,0.13142,0
a42012,21.55,1.75,48.58,79.28,7,22.888,3.0199,33.034,32.889,0.072648,0.067764,0
a42013,20.86,1.69,47.06,76.78,2,18.297,2.541,28.061,27.696,0.058076,0.05347,0
a42014,22.05,1.79,50.01,81.45,6,23.706,3.4843,38.644,37.99,0.075245,0.068813,0
a42015,21.92,1.73,49.97,81.3,2,18.842,2.6421,28.754,28.763,0.059807,0.056013,0
a42016,21.65,1.76,49.29,80.23,7,18.703,2.7996,31.076,30.527,0.059367,0.055708,0
a42017,21.46,1.69,48.89,79.56,6,10.688,1.5693,17.128,17.088,0.033926,0.032058,0
a42018,21.33,1.74,48.52,78.99,7,14.917,2.0703,22.966,22.573,0.047349,0.044318,0
a42019,21.07,1.66,48.05,78.19,3,17.322,2.4657,26.475,26.814,0.054983,0.051156,0
a42020,21.02,1.71,47.81,77.84,11,24.814,3.4858,38.022,37.954,0.078764,0.074298,0
a42021,20.56,1.68,46.83,76.24,1,20.031,2.8328,29.883,30.762,0.063581,0.060091,0
a42022,19.96,1.63,45.39,73.92,1,16.826,2.3584,24.631,25.59,0.053408,0.049921,0
a42023,20.52,1.67,46.57,75.88,1,17.903,2.3678,26.182,25.81,0.056827,0.051452,0
a42024,21.05,1.71,47.69,77.71,7,19.481,2.5595,28.418,27.909,0.061836,0.056944,0
a42025,19.59,1.6,44.41,72.38,2,11.69,1.7073,18.45,18.575,0.037105,0.034039,0
a42026,19.98,1.63,45.24,73.77,8,22.427,3.2823,36.357,35.785,0.071187,0.065222,0
a42027,20.18,1.64,45.55,74.36,11,18.56,2.6883,29.461,29.282,0.058913,0.054254,0
a42028,19.7,1.61,44.5,72.66,4,16.044,2.349,25.953,25.604,0.050925,0.047247,0
a42029,19.09,1.56,43.13,70.47,1,17.103,2.723,30.005,29.674,0.054288,0.04994,0
a42030,18.97,1.55,42.96,70.12,10,12.284,1.8047,19.679,19.65,0.038992,0.036313,0
a42031,19,1.56,43.11,70.32,22,24.573,3.5838,40.044,39.1,0.077997,0.072138,0
a42032,17.99,1.49,40.87,66.66,7,25.279,3.5135,36.979,38.147,0.080239,0.075504,0
a42033,18.28,1.51,41.55,67.73,2,15.194,1.9626,20.908,21.329,0.048229,0.045018,0
a42034,18.25,1.5,41.46,67.62,6,12.691,1.6303,17.414,17.722,0.040283,0.038126,0
a42035,17.86,1.48,40.65,66.32,13,10.965,1.4107,15.034,15.331,0.034806,0.032455,0
a42036,17.95,1.48,40.89,66.73,21,15.606,2.0356,19.886,21.976,0.049534,0.046708,0
a42037,17.51,1.44,39.97,65.2,4,16.079,2.3244,24.781,25.263,0.051038,0.047425,0
a42038,17.37,1.43,39.69,64.8,7,13.464,1.9727,21.23,21.457,0.042738,0.04082,0
a42039,17.9,1.48,40.69,66.41,10,14.971,2.1647,23.423,23.555,0.047519,0.044501,0
a42040,17.75,1.47,40.4,65.99,15,18.06,2.5515,27.818,27.781,0.057324,0.05252,0
a42041,18.05,1.49,41.07,67.14,41,19.839,2.8832,31.812,31.424,0.062971,0.057829,0
a42042,18.13,1.55,41.08,67.22,5,16.419,2.3554,25.96,25.668,0.052117,0.047956,0
a42043,16.73,1.4,38.5,62.94,3,18.431,2.6231,29.254,28.613,0.058502,0.053474,0
a42044,17.38,1.44,39.69,64.98,5,9.6736,1.3944,15.463,15.203,0.030705,0.028462,0
a42045,17.04,1.42,39.09,63.86,6,22.284,2.9853,32.734,32.519,0.070733,0.06498,0
a42046,16.98,1.42,38.97,63.6,10,20.058,2.7783,29.847,30.214,0.063667,0.060273,0
a42047,16.49,1.36,38.03,62.09,1,9.0746,1.1582,12.491,12.599,0.028804,0.026524,0
a42048,16.11,1.34,37.25,60.86,0,10.469,1.3679,14.341,14.847,0.033231,0.031432,0
a42049,15.98,1.34,37.01,60.49,4,17.818,2.3045,23.995,24.999,0.056558,0.05324,0
a42050,15.86,1.33,36.74,60.15,5,29.41,4.2465,47.247,46.314,0.09335,0.086529,0
a42051,17.02,1.44,39,64.03,5,27.478,3.9381,43.631,42.934,0.08722,0.07974,0
a42052,14.68,1.29,34.45,56.52,6,22.074,3.1382,34.749,34.212,0.070066,0.064258,0
a42053,13.87,1.26,32.98,54.34,4,17.729,2.5284,27.868,27.553,0.056274,0.052273,0
a42054,13.7,1.15,32.52,53.32,2,20.295,2.9056,32.213,31.68,0.064419,0.058631,0
a42055,14.55,1.19,34.21,56,2,22.458,3.0962,32.834,33.636,0.071286,0.066508,0
a42056,15.57,1.31,36.18,59.14,2,8.4666,1.1368,11.976,12.343,0.026874,0.025349,0
a42057,14.6,1.26,34.38,56.21,3,14.211,1.978,21.022,21.492,0.045107,0.041103,0
a42058,13.47,1.13,32.01,52.41,1,8.8242,1.1884,12.448,12.898,0.028009,0.025976,0
a42059,13.25,1.12,31.55,51.7,3,14.609,1.9744,21.894,21.528,0.04637,0.043194,0
a42060,12.25,1.07,29.42,48.19,0,14.452,1.9935,20.336,21.592,0.045873,0.042687,0
a42061,12.25,1.08,29.47,48.37,2,21.14,3.0472,33.777,33.224,0.0671,0.062424,0
a42062,24.45,2.23,53.64,88.21,14,38.305,6.3816,71.078,69.606,0.12159,0.11044,0
a42063,23.78,1.98,51.92,85.77,7,36.812,5.3626,59.144,58.444,0.11685,0.10702,0
a42064,23.29,2.02,50.62,83.99,4,31.569,4.5612,50.362,49.714,0.1002,0.092104,0
a42065,22.5,1.88,49.63,81.86,7,24.707,3.6112,39.916,39.363,0.078423,0.072006,0
a42066,22.58,1.97,49.38,81.84,1,19.915,2.8621,31.784,31.21,0.063212,0.057561,0
a42067,21.9,1.83,48.26,79.89,1,27.125,3.9486,43.381,43.02,0.086099,0.079262,0
a42068,22.26,1.93,49.38,81.24,4,22.901,3.2668,36.436,35.635,0.072691,0.067969,0
a42069,21.6,1.88,48.19,79.05,2,20.568,2.9122,32.534,31.772,0.065284,0.060592,0
a42070,20.32,1.78,45.54,74.72,0,2.396,0.3851,1.4577,3.9697,0.0076054,0.0076769,0
a42071,22.54,1.96,48.73,81.47,3,24.805,3.6406,40.066,39.669,0.078735,0.072105,0
a42072,22.9,1.99,49.78,82.79,1,16.388,2.4137,26.396,26.287,0.052017,0.048837,0
a42073,22.31,1.95,48.46,80.89,14,23.755,3.4758,38.108,37.862,0.075401,0.069468,0
a42074,21.77,1.9,47.37,79.19,17,17.832,2.6043,28.768,28.386,0.0566,0.051778,0
a42075,22.17,1.93,48.51,80.57,5,18.028,2.7695,30.669,30.193,0.057225,0.051688,0
a42076,21.56,1.89,47.08,78.56,4,19.848,2.7807,30.598,30.3,0.063,0.058158,0
a42077,20.27,1.92,44.2,74.58,11,54.094,8.5617,94.801,93.339,0.1717,0.159,0
a42078,21.6,1.91,46.97,78.93,5,8.5337,1.2491,13.913,13.624,0.027087,0.025192,0
a42079,21.23,1.86,46.67,77.6,2,21.292,2.9064,32.027,31.673,0.067583,0.061782,0
a42080,20.78,1.74,45.91,76.03,4,34.474,4.5874,50.734,50.006,0.10943,0.1001,0
a42081,19.57,1.75,43.51,72.45,32,20.036,2.6617,29.404,29.012,0.063596,0.058315,0
a42082,19.29,1.74,42.59,71.43,5,35.775,4.7659,52.663,51.948,0.11356,0.10442,0
a42083,19.76,1.77,43.6,73.15,10,19.11,2.5248,27.775,27.511,0.060658,0.055869,0
a42084,17.75,1.77,39.78,67.21,14,31.055,4.1334,45.41,45.033,0.098572,0.091318,0
a42085,20.66,1.82,45.64,75.9,3,8.9628,1.2788,14.098,13.937,0.028449,0.026432,0
a42086,20.26,1.8,44.88,74.67,20,16.352,2.3448,25.331,25.512,0.051904,0.048977,0
a42087,20.13,1.79,44.44,74.09,3,12.923,1.8383,20.001,20.012,0.041021,0.038396,0
a42088,20.46,1.81,45.15,75.26,8,15.954,2.2844,24.717,24.857,0.050641,0.047659,0
a42089,18.84,1.7,42.02,69.93,7,25.561,3.6459,40.716,39.776,0.081133,0.07405,0
a42090,19.04,1.62,42.69,70.47,5,28.194,4.6931,52.599,51.215,0.089491,0.081646,0
